Vertice, In, Out
(224285,15,36)
(224286,2,5)
(224287,2,5)
(224288,2,36)
(224289,1,1)
(224290,7,3)
(224291,1,19)
(224292,1,18)
(224293,2,2)
(224294,0,50)
(224295,6,2)
(224296,7,11)
(224297,2,12)
(224298,2,3)
(224299,2,2)
(224300,1,5)
(224301,15,36)
(224302,2,10)
(224303,1,1)
(224304,1,16)
(224305,4,5)
(224306,2,3)
(224307,4,3)
(224308,40,31)
(224309,0,1)
(224310,1,10)
(224311,15,10)
(224312,20,1)
(224313,4,2)
(224314,0,1)
(224315,2,10)
(224316,0,1)
(224317,2,2)
(224318,1,5)
(224319,5,22)
(224320,2,2)
(224321,0,26)
(224322,3,3)
(224323,4,14)
(224324,3,12)
(224325,2,10)
(224326,1,5)
(224327,0,1)
(224328,2,3)
(224329,3,7)
(224330,5,12)
(224331,24,34)
(224332,11,28)
(224333,4,10)
(224334,3,3)
(224335,3,3)
(224336,1,1)
(224337,1,10)
(224338,2,6)
(224339,1,47)
(224340,4,4)
(224341,4,3)
(224342,17,15)
(224343,2,4)
(224344,1,4)
(224345,6,3)
(224346,1,11)
(224347,1,20)
(224348,1,19)
(224349,0,16)
(224350,53,10)
(224351,3,4)
(224352,3,3)
(224353,3,2)
(224354,2,1)
(224355,5,7)
(224356,0,16)
(224357,2,2)
(224358,3,1)
(224359,0,17)
(224360,38,11)
(224361,1,3)
(224362,0,2)
(224363,1,2)
(224364,4,9)
(224365,5,9)
(224366,3,8)
(224367,2,3)
(224368,5,3)
(224369,38,17)
(224370,12,34)
(224371,2,8)
(224372,1,43)
(224373,1,10)
(224374,1,2)
(224375,1,1)
(224376,2,2)
(224377,1,8)
(224378,2,6)
(224379,1,5)
(224380,1,4)
(224381,2,5)
(224382,3,4)
(224383,5,2)
(224384,0,15)
(224385,2,36)
(224386,2,2)
(224387,1,18)
(224388,2,6)
(224389,6,11)
(224390,2,6)
(224391,1,5)
(224392,2,4)
(224393,2,2)
(224394,5,5)
(224395,9,10)
(224396,2,6)
(224397,6,2)
(224398,2,2)
(224399,3,5)
(224400,16,20)
(224401,3,32)
(224402,27,8)
(224403,2,4)
(224404,2,2)
(224405,11,20)
(224406,18,18)
(224407,1,5)
(224408,7,5)
(224409,1,36)
(224410,4,11)
(224411,0,3)
(224412,1,15)
(224413,10,28)
(224414,13,22)
(224415,85,11)
(224416,2,2)
(224417,6,35)
(224418,2,2)
(224419,3,4)
(224420,2,2)
(224421,15,10)
(224422,0,1)
(224423,2,4)
(224424,2,6)
(224425,1,3)
(224426,0,1)
(224427,12,17)
(224428,1,3)
(224429,1,7)
(224430,2,5)
(224431,2,2)
(224432,2,6)
(224433,2,2)
(224434,192,1)
(224435,4,4)
(224436,24,34)
(224437,1,1)
(224438,2,2)
(224439,21,23)
(224440,1,6)
(224441,2,36)
(224442,3,3)
(224443,0,3)
(224444,6,10)
(224445,183,34)
(224446,2,3)
(224447,0,4)
(224448,11,17)
(224449,2,10)
(224450,14,15)
(224451,2,56)
(224452,3,4)
(224453,3,4)
(224454,1,4)
(224455,54,11)
(224456,1,36)
(224457,2,2)
(224458,0,59)
(224459,1,9)
(224460,2,5)
(224461,1,18)
(224462,1,5)
(224463,0,2)
(224464,1,2)
(224465,2,5)
(224466,15,10)
(224467,0,1)
(224468,3,4)
(224469,35,31)
(224470,3,3)
(224471,4,2)
(224472,13,18)
(224473,2,2)
(224474,2,5)
(224475,2,2)
(224476,3,4)
(224477,3,6)
(224478,1,10)
(224479,5,12)
(224480,3,4)
(224481,3,4)
(224482,2,3)
(224483,2,10)
(224484,1,7)
(224485,1,1)
(224486,3,4)
(224487,15,34)
(224488,2,2)
(224489,0,3)
(224490,1,18)
(224491,2,2)
(224492,1,41)
(224493,2,3)
(224494,2,5)
(224495,4,7)
(224496,1,1)
(224497,1,10)
(224498,30,21)
(224499,3,4)
(224500,1,1)
(224501,6,5)
(224502,0,16)
(224503,1,1)
(224504,1,1)
(224505,1,5)
(224506,10,25)
(224507,5,4)
(224508,8,11)
(224509,2,3)
(224510,2,3)
(224511,1,1)
(224512,3,4)
(224513,1,5)
(224514,2,2)
(224515,6,2)
(224516,3,2)
(224517,2,6)
(224518,14,29)
(224519,2,10)
(224520,7,6)
(224521,2,3)
(224522,1,19)
(224523,0,16)
(224524,3,4)
(224525,30,13)
(224526,8,24)
(224527,1,5)
(224528,2,6)
(224529,1,19)
(224530,4,3)
(224531,0,10)
(224532,2,2)
(224533,3,5)
(224534,1,55)
(224535,0,16)
(224536,1,3)
(224537,0,2)
(224538,3,4)
(224539,3,16)
(224540,5,6)
(224541,1,5)
(224542,1,5)
(224543,6,15)
(224544,0,1)
(224545,0,5)
(224546,4,12)
(224547,13,15)
(224548,0,5)
(224549,1,15)
(224550,2,1)
(224551,1,18)
(224552,2,10)
(224553,1,5)
(224554,6,5)
(224555,2,2)
(224556,2,2)
(224557,4,6)
(224558,2,3)
(224559,4,3)
(224560,1,10)
(224561,2,6)
(224562,2,5)
(224563,8,4)
(224564,0,8)
(224565,2,5)
(224566,2,3)
(224567,2,14)
(224568,7,3)
(224569,4,3)
(224570,6,2)
(224571,3,2)
(224572,1,2)
(224573,3,7)
(224574,4,6)
(224575,1,1)
(224576,1,35)
(224577,2,3)
(224578,1,19)
(224579,2,6)
(224580,0,2)
(224581,6,2)
(224582,3,4)
(224583,4,3)
(224584,2,5)
(224585,0,16)
(224586,1,13)
(224587,15,10)
(224588,4,6)
(224589,4,10)
(224590,2,2)
(224591,1,16)
(224592,1,1)
(224593,1,10)
(224594,1,5)
(224595,1,7)
(224596,3,3)
(224597,2,52)
(224598,1,1)
(224599,2,6)
(224600,2,1)
(224601,6,5)
(224602,31,14)
(224603,2,5)
(224604,3,5)
(224605,6,13)
(224606,2,8)
(224607,1,5)
(224608,2,6)
(224609,3,10)
(224610,22,2)
(224611,2,7)
(224612,2,2)
(224613,3,7)
(224614,2,5)
(224615,1,5)
(224616,4,13)
(224617,2,2)
(224618,2,5)
(224619,1,5)
(224620,2,6)
(224621,2,6)
(224622,12,27)
(224623,1,3)
(224624,2,2)
(224625,5,6)
(224626,1,10)
(224627,1,4)
(224628,2,5)
(224629,2,3)
(224630,2,4)
(224631,1,5)
(224632,1,1)
(224633,2,5)
(224634,3,4)
(224635,4,6)
(224636,1,10)
(224637,3,6)
(224638,11,18)
(224639,12,20)
(224640,2,2)
(224641,21,21)
(224642,2,5)
(224643,66,7)
(224644,23,24)
(224645,9,7)
(224646,2,5)
(224647,5,6)
(224648,2,36)
(224649,35,35)
(224650,3,2)
(224651,1,36)
(224652,1,1)
(224653,4,4)
(224654,9,5)
(224655,6,2)
(224656,3,3)
(224657,44,19)
(224658,1,1)
(224659,4,15)
(224660,1,7)
(224661,2,5)
(224662,11,12)
(224663,2,5)
(224664,1,8)
(224665,1,45)
(224666,2,10)
(224667,2,2)
(224668,4,5)
(224669,2,2)
(224670,3,2)
(224671,15,10)
(224672,0,2)
(224673,4,3)
(224674,6,13)
(224675,3,7)
(224676,1,1)
(224677,0,2)
(224678,2,2)
(224679,11,20)
(224680,6,8)
(224681,1,5)
(224682,1,10)
(224683,7,18)
(224684,4,4)
(224685,1,5)
(224686,1,19)
(224687,3,5)
(224688,4,3)
(224689,2,16)
(224690,1,8)
(224691,0,1)
(224692,9,10)
(224693,1,3)
(224694,1,5)
(224695,1,13)
(224696,2,2)
(224697,5,4)
(224698,3,6)
(224699,3,17)
(224700,6,2)
(224701,9,8)
(224702,2,1)
(224703,0,2)
(224704,4,38)
(224705,2,6)
(224706,2,5)
(224707,1,10)
(224708,6,16)
(224709,6,3)
(224710,1,3)
(224711,1,5)
(224712,3,3)
(224713,5,6)
(224714,6,9)
(224715,1,2)
(224716,3,5)
(224717,1,5)
(224718,2,5)
(224719,1,8)
(224720,6,2)
(224721,6,4)
(224722,1,5)
(224723,0,1)
(224724,6,2)
(224725,7,2)
(224726,1,3)
(224727,4,3)
(224728,2,10)
(224729,2,2)
(224730,0,6)
(224731,4,33)
(224732,41,27)
(224733,12,11)
(224734,3,32)
(224735,1,8)
(224736,3,6)
(224737,3,3)
(224738,3,6)
(224739,4,4)
(224740,2,3)
(224741,6,8)
(224742,3,3)
(224743,2,5)
(224744,2,2)
(224745,18,30)
(224746,2,6)
(224747,4,2)
(224748,2,3)
(224749,4,24)
(224750,1,1)
(224751,1,5)
(224752,3,3)
(224753,6,1)
(224754,1,6)
(224755,1,1)
(224756,2,3)
(224757,13,28)
(224758,1,10)
(224759,4,6)
(224760,5,10)
(224761,2,3)
(224762,3,3)
(224763,3,3)
(224764,3,6)
(224765,0,55)
(224766,2,13)
(224767,4,5)
(224768,5,16)
(224769,2,16)
(224770,0,1)
(224771,2,6)
(224772,2,2)
(224773,0,2)
(224774,2,10)
(224775,145,18)
(224776,0,65)
(224777,2,5)
(224778,1,1)
(224779,4,9)
(224780,4,8)
(224781,3,4)
(224782,7,8)
(224783,1,1)
(224784,3,6)
(224785,5,2)
(224786,2,4)
(224787,2,2)
(224788,2,5)
(224789,4,3)
(224790,0,64)
(224791,4,6)
(224792,8,5)
(224793,5,6)
(224794,4,6)
(224795,2,5)
(224796,2,12)
(224797,3,4)
(224798,1,19)
(224799,2,6)
(224800,3,6)
(224801,1,5)
(224802,1,1)
(224803,3,3)
(224804,11,20)
(224805,1,7)
(224806,3,2)
(224807,2,5)
(224808,2,3)
(224809,7,20)
(224810,1,10)
(224811,23,35)
(224812,3,24)
(224813,2,2)
(224814,7,2)
(224815,1,16)
(224816,24,10)
(224817,7,2)
(224818,5,26)
(224819,1,2)
(224820,6,22)
(224821,2,5)
(224822,1,2)
(224823,4,5)
(224824,15,10)
(224825,1,1)
(224826,5,16)
(224827,8,19)
(224828,0,1)
(224829,6,4)
(224830,2,4)
(224831,11,17)
(224832,3,7)
(224833,1,3)
(224834,2,16)
(224835,1,6)
(224836,3,5)
(224837,1,9)
(224838,2,3)
(224839,4,11)
(224840,14,17)
(224841,351,19)
(224842,4,32)
(224843,1,13)
(224844,0,7)
(224845,2,2)
(224846,2,5)
(224847,2,2)
(224848,4,5)
(224849,2,1)
(224850,3,3)
(224851,1,1)
(224852,2,5)
(224853,3,5)
(224854,1,18)
(224855,1,1)
(224856,2,2)
(224857,3,2)
(224858,2,3)
(224859,5,16)
(224860,5,7)
(224861,15,10)
(224862,2,8)
(224863,0,6)
(224864,0,101)
(224865,6,12)
(224866,6,22)
(224867,2,2)
(224868,3,4)
(224869,2,9)
(224870,3,4)
(224871,2,4)
(224872,5,2)
(224873,1,15)
(224874,35,18)
(224875,2,3)
(224876,8,4)
(224877,1,1)
(224878,1,5)
(224879,3,5)
(224880,4,5)
(224881,2,10)
(224882,3,4)
(224883,2,5)
(224884,4,23)
(224885,0,1)
(224886,2,1)
(224887,8,8)
(224888,3,3)
(224889,1,5)
(224890,1,10)
(224891,2,6)
(224892,1,3)
(224893,9,10)
(224894,14,18)
(224895,1,17)
(224896,2,3)
(224897,3,5)
(224898,3,4)
(224899,2,3)
(224900,3,5)
(224901,3,8)
(224902,3,7)
(224903,5,33)
(224904,2,4)
(224905,1,2)
(224906,4,4)
(224907,4,0)
(224908,2,1)
(224909,7,7)
(224910,1,1)
(224911,1,10)
(224912,2,3)
(224913,1,1)
(224914,17,24)
(224915,2,2)
(224916,4,3)
(224917,23,20)
(224918,2,2)
(224919,3,7)
(224920,2,5)
(224921,0,16)
(224922,2,6)
(224923,4,6)
(224924,7,11)
(224925,2,3)
(224926,7,13)
(224927,7,18)
(224928,3,14)
(224929,1,17)
(224930,0,1)
(224931,4,6)
(224932,1,8)
(224933,0,1)
(224934,15,35)
(224935,11,26)
(224936,3,6)
(224937,6,2)
(224938,0,2)
(224939,1,18)
(224940,5,6)
(224941,2,2)
(224942,7,3)
(224943,3,3)
(224944,0,18)
(224945,24,23)
(224946,3,4)
(224947,4,4)
(224948,2,10)
(224949,17,15)
(224950,2,10)
(224951,1,1)
(224952,23,20)
(224953,5,5)
(224954,2,3)
(224955,3,5)
(224956,1,9)
(224957,4,5)
(224958,3,4)
(224959,2,5)
(224960,1,1)
(224961,7,12)
(224962,2,2)
(224963,1,3)
(224964,14,20)
(224965,1,2)
(224966,1,4)
(224967,4,11)
(224968,2,3)
(224969,20,4)
(224970,1,1)
(224971,8,28)
(224972,1,4)
(224973,5,9)
(224974,7,9)
(224975,32,36)
(224976,5,6)
(224977,2,5)
(224978,24,34)
(224979,0,6)
(224980,5,2)
(224981,13,15)
(224982,3,3)
(224983,5,7)
(224984,2,2)
(224985,6,2)
(224986,21,13)
(224987,5,5)
(224988,1,8)
(224989,2,8)
(224990,4,10)
(224991,2,2)
(224992,1,1)
(224993,1,5)
(224994,1,10)
(224995,4,6)
(224996,1,5)
(224997,6,22)
(224998,14,35)
(224999,2,9)
(225000,1,13)
(225001,3,9)
(225002,3,5)
(225003,15,16)
(225004,2,3)
(225005,2,2)
(225006,2,56)
(225007,1,20)
(225008,1,1)
(225009,2,5)
(225010,3,2)
(225011,3,2)
(225012,25,2)
(225013,3,8)
(225014,3,4)
(225015,1,5)
(225016,2,2)
(225017,1,1)
(225018,4,4)
(225019,2,2)
(225020,2,10)
(225021,0,21)
(225022,1,1)
(225023,14,16)
(225024,1,5)
(225025,2,5)
(225026,4,5)
(225027,1,1)
(225028,1,1)
(225029,4,6)
(225030,3,3)
(225031,2,7)
(225032,2,3)
(225033,1,10)
(225034,1,50)
(225035,4,7)
(225036,1,5)
(225037,1,10)
(225038,1,8)
(225039,1,2)
(225040,3,3)
(225041,2,2)
(225042,0,16)
(225043,2,3)
(225044,13,29)
(225045,1,2)
(225046,1,4)
(225047,1,1)
(225048,1,10)
(225049,1,1)
(225050,1,5)
(225051,2,5)
(225052,22,1)
(225053,3,7)
(225054,15,1)
(225055,0,7)
(225056,2,4)
(225057,2,5)
(225058,1,5)
(225059,6,2)
(225060,4,5)
(225061,0,1)
(225062,2,9)
(225063,1,14)
(225064,5,7)
(225065,0,2)
(225066,2,2)
(225067,0,2)
(225068,2,4)
(225069,3,2)
(225070,2,36)
(225071,1,4)
(225072,4,4)
(225073,2,3)
(225074,7,3)
(225075,26,4)
(225076,1,2)
(225077,17,7)
(225078,0,6)
(225079,14,28)
(225080,1,1)
(225081,4,6)
(225082,62,37)
(225083,5,7)
(225084,2,2)
(225085,5,2)
(225086,0,6)
(225087,1,2)
(225088,1,21)
(225089,3,3)
(225090,1,1)
(225091,1,10)
(225092,2,10)
(225093,1,2)
(225094,1,2)
(225095,3,14)
(225096,1,1)
(225097,3,6)
(225098,0,4)
(225099,20,20)
(225100,4,7)
(225101,2,2)
(225102,4,6)
(225103,2,2)
(225104,3,1)
(225105,2,2)
(225106,2,2)
(225107,1,61)
(225108,2,3)
(225109,2,2)
(225110,0,1)
(225111,3,7)
(225112,2,5)
(225113,2,4)
(225114,3,2)
(225115,1,5)
(225116,5,5)
(225117,2,8)
(225118,3,6)
(225119,2,1)
(225120,1,2)
(225121,3,9)
(225122,1,1)
(225123,3,5)
(225124,9,9)
(225125,3,6)
(225126,3,3)
(225127,3,4)
(225128,5,9)
(225129,2,5)
(225130,5,24)
(225131,4,3)
(225132,1,1)
(225133,6,2)
(225134,1,4)
(225135,0,6)
(225136,2,2)
(225137,6,13)
(225138,1,16)
(225139,1,12)
(225140,1,6)
(225141,2,3)
(225142,5,8)
(225143,2,1)
(225144,2,2)
(225145,7,3)
(225146,5,6)
(225147,2,2)
(225148,3,5)
(225149,1,1)
(225150,1,13)
(225151,9,24)
(225152,1,2)
(225153,2,4)
(225154,2,5)
(225155,2,2)
(225156,2,29)
(225157,4,5)
(225158,22,20)
(225159,31,4)
(225160,0,35)
(225161,5,6)
(225162,4,3)
(225163,1,3)
(225164,2,3)
(225165,2,1)
(225166,2,5)
(225167,1,2)
(225168,6,5)
(225169,3,2)
(225170,1,2)
(225171,2,4)
(225172,2,2)
(225173,2,6)
(225174,2,3)
(225175,8,8)
(225176,1,5)
(225177,0,4)
(225178,5,34)
(225179,5,6)
(225180,7,5)
(225181,3,5)
(225182,0,16)
(225183,18,5)
(225184,1,1)
(225185,2,5)
(225186,0,2)
(225187,3,4)
(225188,2,3)
(225189,15,10)
(225190,2,10)
(225191,3,5)
(225192,2,6)
(225193,10,5)
(225194,0,1)
(225195,1,10)
(225196,10,2)
(225197,3,11)
(225198,6,2)
(225199,2,2)
(225200,15,10)
(225201,2,5)
(225202,1,1)
(225203,31,17)
(225204,3,5)
(225205,1,2)
(225206,1,50)
(225207,6,2)
(225208,12,30)
(225209,6,34)
(225210,9,26)
(225211,14,10)
(225212,1,8)
(225213,3,5)
(225214,3,6)
(225215,3,4)
(225216,3,5)
(225217,3,4)
(225218,9,25)
(225219,3,2)
(225220,2,5)
(225221,1,1)
(225222,2,5)
(225223,8,67)
(225224,5,2)
(225225,3,6)
(225226,69,68)
(225227,1,8)
(225228,14,10)
(225229,2,3)
(225230,4,4)
(225231,2,5)
(225232,3,2)
(225233,0,16)
(225234,38,2)
(225235,0,6)
(225236,0,1)
(225237,1,9)
(225238,0,1)
(225239,6,2)
(225240,0,16)
(225241,3,4)
(225242,2,5)
(225243,1,1)
(225244,2,3)
(225245,81,9)
(225246,2,3)
(225247,3,1)
(225248,1,10)
(225249,6,4)
(225250,3,0)
(225251,6,34)
(225252,1,1)
(225253,1,8)
(225254,0,7)
(225255,4,4)
(225256,23,20)
(225257,3,6)
(225258,0,1)
(225259,4,6)
(225260,1,1)
(225261,2,4)
(225262,0,2)
(225263,7,2)
(225264,4,15)
(225265,4,6)
(225266,2,4)
(225267,3,9)
(225268,3,9)
(225269,2,2)
(225270,3,6)
(225271,6,3)
(225272,2,5)
(225273,0,6)
(225274,3,2)
(225275,2,2)
(225276,3,4)
(225277,2,2)
(225278,1,5)
(225279,15,10)
(225280,4,1)
(225281,3,4)
(225282,2,6)
(225283,9,3)
(225284,3,2)
(225285,2,2)
(225286,6,1)
(225287,4,5)
(225288,5,10)
(225289,3,16)
(225290,1,8)
(225291,2,14)
(225292,5,3)
(225293,1,8)
(225294,1,1)
(225295,0,1)
(225296,269,27)
(225297,3,32)
(225298,1,6)
(225299,1,5)
(225300,3,5)
(225301,4,7)
(225302,3,5)
(225303,2,3)
(225304,6,2)
(225305,1,5)
(225306,4,10)
(225307,4,6)
(225308,2,3)
(225309,6,2)
(225310,0,1)
(225311,4,4)
(225312,2,6)
(225313,6,1)
(225314,1,10)
(225315,0,2)
(225316,1,36)
(225317,3,2)
(225318,3,3)
(225319,0,1)
(225320,0,1)
(225321,2,6)
(225322,2,3)
(225323,1,11)
(225324,1,5)
(225325,3,6)
(225326,4,5)
(225327,4,4)
(225328,3,4)
(225329,0,6)
(225330,3,5)
(225331,2,2)
(225332,1,13)
(225333,7,30)
(225334,0,68)
(225335,3,10)
(225336,6,5)
(225337,2,5)
(225338,1,1)
(225339,2,4)
(225340,1,5)
(225341,0,2)
(225342,179,29)
(225343,3,2)
(225344,1,8)
(225345,2,5)
(225346,49,2)
(225347,15,25)
(225348,3,8)
(225349,1,17)
(225350,6,2)
(225351,1,7)
(225352,0,4)
(225353,1,3)
(225354,2,2)
(225355,3,4)
(225356,2,6)
(225357,1,5)
(225358,3,4)
(225359,0,1)
(225360,2,3)
(225361,2,5)
(225362,3,6)
(225363,2,5)
(225364,0,7)
(225365,1,36)
(225366,1,1)
(225367,3,5)
(225368,1,1)
(225369,2,3)
(225370,19,19)
(225371,2,6)
(225372,2,30)
(225373,4,4)
(225374,0,2)
(225375,0,1)
(225376,11,20)
(225377,3,2)
(225378,4,5)
(225379,2,10)
(225380,3,13)
(225381,2,8)
(225382,1,18)
(225383,5,7)
(225384,2,4)
(225385,3,3)
(225386,1,1)
(225387,1,3)
(225388,2,2)
(225389,2,2)
(225390,678,77)
(225391,1,35)
(225392,14,35)
(225393,1,5)
(225394,4,5)
(225395,2,5)
(225396,42,9)
(225397,5,2)
(225398,15,10)
(225399,4,3)
(225400,2,2)
(225401,6,2)
(225402,1,10)
(225403,1,5)
(225404,1,4)
(225405,0,1)
(225406,6,4)
(225407,2,6)
(225408,1,10)
(225409,1,19)
(225410,3,4)
(225411,1,10)
(225412,39,19)
(225413,6,2)
(225414,4,10)
(225415,2,3)
(225416,0,8)
(225417,0,16)
(225418,8,1)
(225419,2,2)
(225420,1,1)
(225421,1,5)
(225422,1,4)
(225423,0,6)
(225424,4,6)
(225425,1,5)
(225426,5,2)
(225427,2,5)
(225428,2,5)
(225429,0,45)
(225430,1,14)
(225431,3,3)
(225432,2,2)
(225433,2,10)
(225434,2,5)
(225435,16,21)
(225436,5,6)
(225437,9,17)
(225438,2,7)
(225439,6,4)
(225440,3,3)
(225441,8,7)
(225442,3,4)
(225443,1,5)
(225444,1,2)
(225445,4,14)
(225446,3,6)
(225447,11,8)
(225448,4,7)
(225449,4,4)
(225450,3,4)
(225451,7,3)
(225452,3,2)
(225453,1,5)
(225454,3,2)
(225455,3,7)
(225456,1,5)
(225457,0,2)
(225458,2,2)
(225459,2,3)
(225460,26,31)
(225461,2,3)
(225462,4,23)
(225463,2,2)
(225464,2,5)
(225465,4,3)
(225466,2,5)
(225467,1,5)
(225468,4,19)
(225469,1,5)
(225470,0,2)
(225471,15,10)
(225472,40,2)
(225473,10,12)
(225474,6,35)
(225475,1,5)
(225476,1,19)
(225477,3,5)
(225478,3,2)
(225479,9,10)
(225480,7,3)
(225481,3,6)
(225482,2,6)
(225483,3,5)
(225484,2,2)
(225485,3,3)
(225486,1,1)
(225487,2,2)
(225488,1,2)
(225489,0,5)
(225490,1,3)
(225491,1,19)
(225492,0,2)
(225493,2,2)
(225494,6,2)
(225495,11,17)
(225496,3,4)
(225497,15,17)
(225498,8,6)
(225499,9,4)
(225500,20,21)
(225501,43,43)
(225502,1,39)
(225503,2,4)
(225504,2,11)
(225505,3,5)
(225506,3,7)
(225507,1,5)
(225508,2,1)
(225509,2,2)
(225510,16,5)
(225511,2,6)
(225512,1,1)
(225513,2,3)
(225514,0,1)
(225515,2,10)
(225516,23,20)
(225517,1,9)
(225518,2,3)
(225519,1,19)
(225520,2,3)
(225521,1,10)
(225522,1,10)
(225523,3,5)
(225524,0,3)
(225525,1,26)
(225526,1,2)
(225527,3,2)
(225528,2,6)
(225529,1,5)
(225530,18,2)
(225531,2,5)
(225532,1,5)
(225533,6,2)
(225534,5,3)
(225535,3,2)
(225536,3,3)
(225537,4,3)
(225538,3,2)
(225539,1,13)
(225540,3,4)
(225541,2,2)
(225542,2,5)
(225543,2,4)
(225544,0,1)
(225545,5,11)
(225546,0,2)
(225547,1,18)
(225548,2,3)
(225549,3,4)
(225550,3,9)
(225551,0,16)
(225552,233,16)
(225553,1,60)
(225554,2,3)
(225555,23,20)
(225556,38,26)
(225557,4,2)
(225558,21,11)
(225559,0,5)
(225560,11,5)
(225561,1,2)
(225562,2,5)
(225563,2,2)
(225564,0,3)
(225565,12,1)
(225566,7,8)
(225567,5,19)
(225568,1,1)
(225569,1,2)
(225570,10,10)
(225571,0,1)
(225572,4,4)
(225573,3,7)
(225574,1,5)
(225575,13,21)
(225576,3,30)
(225577,2,6)
(225578,2,3)
(225579,7,3)
(225580,9,9)
(225581,0,1)
(225582,2,6)
(225583,1,19)
(225584,6,2)
(225585,4,4)
(225586,6,2)
(225587,3,4)
(225588,2,2)
(225589,1,5)
(225590,4,4)
(225591,5,3)
(225592,1,8)
(225593,2,2)
(225594,15,10)
(225595,3,5)
(225596,28,6)
(225597,4,6)
(225598,1,7)
(225599,2,2)
(225600,10,8)
(225601,2,36)
(225602,3,4)
(225603,6,2)
(225604,3,1)
(225605,4,3)
(225606,1,7)
(225607,24,10)
(225608,1,10)
(225609,4,5)
(225610,6,6)
(225611,1,4)
(225612,0,1)
(225613,7,8)
(225614,13,18)
(225615,1,7)
(225616,0,16)
(225617,10,8)
(225618,1,5)
(225619,1,3)
(225620,7,7)
(225621,2,5)
(225622,2,16)
(225623,3,3)
(225624,1,2)
(225625,1,18)
(225626,2,5)
(225627,10,29)
(225628,3,3)
(225629,3,4)
(225630,2,2)
(225631,3,4)
(225632,3,3)
(225633,2,10)
(225634,1,2)
(225635,1,3)
(225636,3,4)
(225637,0,2)
(225638,3,4)
(225639,1,6)
(225640,6,2)
(225641,104,15)
(225642,2,1)
(225643,2,4)
(225644,2,5)
(225645,11,4)
(225646,3,5)
(225647,1,2)
(225648,2,1)
(225649,1,43)
(225650,2,2)
(225651,6,7)
(225652,1,6)
(225653,3,4)
(225654,3,2)
(225655,16,12)
(225656,2,3)
(225657,1,7)
(225658,31,9)
(225659,6,1)
(225660,1,5)
(225661,4,3)
(225662,1,9)
(225663,10,12)
(225664,1,9)
(225665,2,3)
(225666,3,6)
(225667,11,13)
(225668,0,2)
(225669,3,3)
(225670,1,10)
(225671,3,15)
(225672,5,11)
(225673,2,2)
(225674,2,2)
(225675,2,10)
(225676,4,6)
(225677,35,35)
(225678,2,1)
(225679,4,1)
(225680,1,7)
(225681,2,5)
(225682,3,5)
(225683,1,5)
(225684,4,4)
(225685,5,8)
(225686,2,5)
(225687,6,8)
(225688,6,2)
(225689,2,2)
(225690,27,28)
(225691,3,4)
(225692,2,3)
(225693,3,2)
(225694,1,7)
(225695,6,13)
(225696,2,1)
(225697,4,4)
(225698,2,1)
(225699,2,5)
(225700,16,17)
(225701,2,5)
(225702,1,3)
(225703,24,27)
(225704,13,17)
(225705,5,6)
(225706,8,25)
(225707,4,5)
(225708,6,2)
(225709,27,2)
(225710,1,1)
(225711,2,2)
(225712,2,10)
(225713,2,2)
(225714,1,1)
(225715,5,24)
(225716,2,3)
(225717,11,11)
(225718,0,8)
(225719,3,3)
(225720,2,6)
(225721,1,1)
(225722,3,4)
(225723,3,2)
(225724,1,1)
(225725,6,13)
(225726,2,5)
(225727,2,2)
(225728,1,3)
(225729,2,6)
(225730,1,5)
(225731,2,2)
(225732,43,2)
(225733,1,5)
(225734,6,2)
(225735,3,2)
(225736,2,2)
(225737,2,13)
(225738,0,7)
(225739,21,17)
(225740,1,5)
(225741,0,6)
(225742,1,46)
(225743,2,2)
(225744,1,1)
(225745,1,19)
(225746,11,17)
(225747,3,2)
(225748,1,7)
(225749,1,5)
(225750,1,7)
(225751,49,2)
(225752,5,2)
(225753,3,3)
(225754,1,1)
(225755,2,36)
(225756,2,6)
(225757,5,10)
(225758,7,6)
(225759,2,1)
(225760,3,2)
(225761,1,5)
(225762,2,2)
(225763,2,5)
(225764,2,14)
(225765,5,3)
(225766,20,13)
(225767,1,10)
(225768,18,5)
(225769,15,36)
(225770,9,6)
(225771,4,1)
(225772,2,3)
(225773,8,8)
(225774,3,4)
(225775,4,3)
(225776,3,6)
(225777,3,3)
(225778,1,35)
(225779,3,6)
(225780,1,19)
(225781,6,14)
(225782,0,5)
(225783,1,7)
(225784,3,6)
(225785,2,43)
(225786,1,2)
(225787,1,36)
(225788,3,10)
(225789,6,9)
(225790,0,1)
(225791,0,7)
(225792,2,5)
(225793,1,8)
(225794,6,6)
(225795,2,2)
(225796,9,13)
(225797,1,5)
(225798,4,2)
(225799,1,19)
(225800,3,3)
(225801,13,28)
(225802,3,7)
(225803,2,10)
(225804,0,4)
(225805,3,5)
(225806,1,7)
(225807,2,5)
(225808,1,1)
(225809,2,3)
(225810,1,4)
(225811,0,2)
(225812,24,21)
(225813,1,8)
(225814,2,10)
(225815,1,18)
(225816,1,1)
(225817,2,4)
(225818,2,1)
(225819,8,9)
(225820,5,14)
(225821,3,4)
(225822,2,4)
(225823,4,27)
(225824,3,7)
(225825,7,7)
(225826,1,3)
(225827,1,5)
(225828,7,1)
(225829,4,4)
(225830,3,5)
(225831,5,6)
(225832,15,10)
(225833,1,1)
(225834,2,15)
(225835,2,2)
(225836,3,6)
(225837,2,1)
(225838,0,35)
